"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV771" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" "s__virens"
"ASV772" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__vermispora"
"ASV773" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Dominikia" NA
"ASV774" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Helminthosphaeriaceae" "g__Endophragmiella" "s__constricta"
"ASV775" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" "f__Archaeosporaceae" NA NA
"ASV776" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" "f__Archaeosporaceae" NA NA
"ASV777" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" NA
"ASV778" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Spirosphaera" "s__cupreorufescens"
"ASV779" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__elongata"
"ASV780" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" NA
"ASV781" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" "f__Archaeosporaceae" NA NA
"ASV782" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV783" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Trichometasphaeria" NA
"ASV785" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Branch06" NA NA NA
"ASV786" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Branch06" NA NA NA
"ASV787" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Cladorrhinum" NA
"ASV788" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" NA
"ASV789" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Lecanicillium" "s__primulinum"
"ASV790" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV791" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Clitopilus" NA
"ASV793" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Sordariales_fam_Incertae_sedis" "g__Ramophialophora" "s__humicola"
"ASV795" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__indicum"
"ASV796" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Paraophiobolus" "s__arundinis"
"ASV797" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV798" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" NA NA NA NA
"ASV799" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV801" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV802" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"ASV803" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Mycocaliciales" "f__Mycocaliciaceae" "g__Mycocalicium" "s__victoriae"
"ASV805" "k__Fungi" "p__Mucoromycota" "c__Mucoromycetes" "o__Mucorales" "f__Mucoraceae" "g__Mucor" NA
"ASV806" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Periconiaceae" "g__Periconia" "s__pseudodigitata"
"ASV807" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Chaetomiaceae" "g__Dichotomopilus" "s__pratensis"
"ASV809" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Psathyrella" "s__candolleana"
"ASV810" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV811" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" NA NA NA
"ASV812" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV813" "k__Fungi" "p__Basidiomycota" "c__Spiculogloeomycetes" "o__Spiculogloeales" "f__Spiculogloeaceae" "g__Phyllozyma" NA
"ASV814" "k__Fungi" "p__Chytridiomycota" "c__Rhizophlyctidomycetes" "o__Rhizophlyctidales" "f__Rhizophlyctidaceae" "g__Rhizophlyctis" "s__rosea"
"ASV815" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Orbilia" "s__serpentina"
"ASV818" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"ASV819" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__fusarioides"
"ASV820" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" "g__Pseudorobillarda" "s__phragmitis"
"ASV821" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Sporidesmiella" NA
"ASV822" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__salmonis"
"ASV823" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" NA NA NA
"ASV824" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Halosphaeriaceae" NA NA
"ASV825" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" NA
"ASV826" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"ASV827" "k__Fungi" "p__Kickxellomycota" "c__Kickxellomycetes" "o__Kickxellales" "f__Kickxellaceae" "g__Ramicandelaber" NA
"ASV828" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaetopsis" "s__leptospora"
"ASV829" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Alternaria" "s__metachromatica"
"ASV830" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Thanatephorus" "s__cucumeris"
"ASV831" "k__Fungi" "p__Mucoromycota" "c__Mucoromycetes" "o__Mucorales" "f__Mucoraceae" "g__Mucor" NA
"ASV834" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" NA NA
"ASV835" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" NA NA
"ASV836" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"ASV837" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV838" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__solani"
"ASV839" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Rhytismatales" "f__Rhytismatales_fam_Incertae_sedis" "g__Karstenia" "s__macer"
"ASV840" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dictyosporiaceae" NA NA
"ASV841" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Branch06" NA NA NA
"ASV844" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" NA NA
"ASV845" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" NA NA
"ASV846" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaetopsis" "s__leptospora"
"ASV847" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV848" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Parastagonospora" NA
"ASV850" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Lycoperdaceae" "g__Disciseda" NA
"ASV851" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" "s__claroideum"
"ASV852" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV854" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" NA NA NA
"ASV855" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"ASV857" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Valsonectria" "s__pulchella"
"ASV858" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" NA
"ASV859" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Stictidaceae" "g__Neofitzroyomyces" "s__nerii"
"ASV861" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV862" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" NA NA NA
"ASV863" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Coprinopsis" "s__friesii"
"ASV864" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" NA
"ASV865" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Preussia" NA
"ASV866" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metarhizium" "s__marquandii"
"ASV867" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Chaetosphaeronema" NA
"ASV868" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"ASV869" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV870" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV872" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricomycetes_ord_Incertae_sedis" "f__Agaricomycetes_fam_Incertae_sedis" "g__Xenasmatella" "s__christiansenii"
"ASV873" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV874" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Stephanosporaceae" NA NA
"ASV875" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" NA NA
"ASV876" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Devriesia" NA
"ASV878" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" "f__Coniochaetaceae" "g__Coniochaeta" "s__verticillata"
"ASV882" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tetracladium" NA
"ASV883" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV884" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV885" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Preussia" "s__terricola"
"ASV886" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Cladorrhinum" NA
"ASV887" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Physalacriaceae" "g__Physalacria" "s__maipoensis"
"ASV890" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__aggregatum"
"ASV892" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Schizothecium" "s__glutinans"
"ASV893" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Neoascochyta" "s__argentina"
"ASV894" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Tremellodendropsidales" NA NA NA
"ASV895" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Chalara" "s__heteroderae"
"ASV897" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" NA
"ASV898" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Sclerostagonospora" NA
"ASV899" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" NA
"ASV900" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV901" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Podospora" NA
"ASV902" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV903" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Arthrobotrys" NA
"ASV906" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" "s__viscosum"
"ASV907" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Bolbitiaceae" "g__Agrocybe" "s__pediades"
"ASV908" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__alpina"
"ASV909" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" "g__Iodophanus" NA
"ASV910" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__bonariae"
"ASV911" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Ascobolaceae" "g__Ascobolus" NA
"ASV912" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV913" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__indicum"
"ASV915" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" "f__Archaeosporaceae" NA NA
"ASV916" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Achroiostachys" "s__betulicola"
"ASV917" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Pleurotheciales" "f__Pleurotheciaceae" NA NA
"ASV918" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Ascobolaceae" "g__Ascobolus" NA
"ASV919" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Cladorrhinum" NA
"ASV920" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Leucosporidiales" "f__Leucosporidiaceae" "g__Leucosporidium" "s__intermedium"
"ASV923" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"ASV924" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV925" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" NA NA NA NA
"ASV927" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pyronemataceae" "g__Pseudaleuria" NA
"ASV929" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Pseudopithomyces" "s__rosae"
"ASV930" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Chalara" NA
"ASV931" "k__Fungi" "p__Chytridiomycota" "c__Rhizophlyctidomycetes" "o__Rhizophlyctidales" "f__Rhizophlyctidaceae" "g__Rhizophlyctis" "s__rosea"
"ASV932" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV933" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV935" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV936" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Chaetosphaeriales" "f__Chaetosphaeriaceae" "g__Chloridium" "s__aseptatum"
"ASV937" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"ASV938" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" NA NA NA NA
"ASV939" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Preussia" "s__persica"
"ASV942" "k__Fungi" "p__Glomeromycota" NA NA NA NA NA
"ASV943" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV944" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" NA
"ASV945" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Myrothecium" "s__verrucaria"
"ASV946" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__polyphialidicum"
"ASV948" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Parastagonospora" NA
"ASV949" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Helminthosphaeriaceae" "g__Endophragmiella" NA
"ASV950" "k__Fungi" "p__Glomeromycota" "c__Paraglomeromycetes" "o__Paraglomerales" "f__Paraglomeraceae" "g__Paraglomus" NA
"ASV951" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Crocicreas" NA
"ASV952" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"ASV954" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"ASV956" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Corticiales" "f__Corticiaceae" "g__Limonomyces" NA
"ASV957" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Scytalidium" "s__lignicola"
"ASV958" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Thanatephorus" "s__cucumeris"
"ASV959" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Branch06" NA NA NA
"ASV960" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Allophaeosphaeria" "s__cytisi"
"ASV961" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Vagicola" "s__chlamydospora"
"ASV962" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Cistella" NA
"ASV963" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"ASV964" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" "f__Mrakiaceae" "g__Mrakia" NA
"ASV966" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Didymella" NA
"ASV967" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" NA
"ASV968" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV970" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Melanommataceae" NA NA
"ASV971" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" "s__viscosum"
"ASV972" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV973" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" NA
"ASV975" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Lectera" "s__longa"
"ASV976" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" "s__spirale"
"ASV978" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" NA NA
"ASV979" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Spizellomycetaceae" "g__Kochiomyces" NA
"ASV980" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" NA NA
"ASV982" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Claroideoglomeraceae" "g__Claroideoglomus" NA
"ASV984" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Diversisporales" "f__Diversisporaceae" "g__Diversispora" NA
"ASV985" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV986" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV987" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Operculomyces" "s__laminatus"
"ASV988" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"ASV991" "k__Fungi" "p__Chytridiomycota" "c__Rhizophlyctidomycetes" "o__Rhizophlyctidales" "f__Rhizophlyctidaceae" "g__Rhizophlyctis" "s__rosea"
"ASV992" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Glomus" "s__macrocarpum"
"ASV993" "k__Fungi" "p__Glomeromycota" NA NA NA NA NA
"ASV994" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV996" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Gigasporales" "f__Gigasporaceae" "g__Gigaspora" NA
"ASV997" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Cystofilobasidiales" NA NA NA
"ASV999" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" NA
"ASV1000" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Conioscyphales" "f__Conioscyphaceae" "g__Conioscypha" "s__bambusicola"
"ASV1001" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Septoglomus" "s__constrictum"
"ASV1002" "k__Fungi" "p__Kickxellomycota" "c__Kickxellomycetes" "o__Kickxellales" "f__Kickxellaceae" "g__Ramicandelaber" NA
"ASV1003" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" NA NA
"ASV1007" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__alcalophila"
"ASV1008" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Bolbitiaceae" "g__Conocybe" "s__mesospora"
"ASV1009" "k__Fungi" "p__Glomeromycota" "c__Archaeosporomycetes" "o__Archaeosporales" NA NA NA
"ASV1010" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Coprinopsis" "s__friesii"
"ASV1014" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Myrmecridiales" "f__Myrmecridiaceae" "g__Myrmecridium" NA
"ASV1015" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Lycoperdaceae" "g__Disciseda" NA
"ASV1016" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV1017" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"ASV1018" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Funneliformis" "s__mosseae"
"ASV1021" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV1022" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV1023" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV1024" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Trichocomaceae" "g__Sagenomella" "s__oligospora"
